sentenceId,raw_text,aspectTerms,aspectCategories
710,"It's not mind-blowing, but to me, thai food never is and never will be.","[{'term': 'thai food', 'polarity': 'neutral'}]","[{'category': 'food', 'polarity': 'neutral'}]"
911,"Food was very good as well, considering that we tried the budget selection (though I wish the pork belly that I ordered was roasted a bit longer, so that fat was more of a melt-in-your-mouth experience).","[{'term': 'Food', 'polarity': 'positive'}, {'term': 'pork belly', 'polarity': 'negative'}, {'term': 'fat', 'polarity': 'negative'}]","[{'category': 'food', 'polarity': 'conflict'}]"
3607,"Although, one night we went it was super cheesy, and another night it was less cheesy.","[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'food', 'polarity': 'conflict'}]"
1955,"Even though it is a little loud, you don't have to yell at each other to talk.","[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'ambience', 'polarity': 'conflict'}]"
2903,"i've been to sapphire twice and both times the food was fine, if not good.","[{'term': 'food', 'polarity': 'positive'}]","[{'category': 'food', 'polarity': 'positive'}]"
1887,It is kinda nosiy and the tables are close together but it's still a beautiful place to enjoy a nice dinner.,"[{'term': 'tables', 'polarity': 'negative'}, {'term': 'dinner', 'polarity': 'positive'}, {'term': 'place', 'polarity': 'positive'}]","[{'category': 'ambience', 'polarity': 'conflict'}]"
3495,Was surprisingly disappointed.,"[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'anecdotes/miscellaneous', 'polarity': 'negative'}]"
1273,I love the fact that the pizza tastes so good and is so cheap.,"[{'term': 'pizza', 'polarity': 'positive'}]","[{'category': 'food', 'polarity': 'positive'}, {'category': 'price', 'polarity': 'positive'}]"
590,Nicky the Nose at the bar is a treat.,"[{'term': 'bar', 'polarity': 'neutral'}]","[{'category': 'service', 'polarity': 'positive'}]"
762,I went to Ruby Foo's after work with a group of 6.,"[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'anecdotes/miscellaneous', 'polarity': 'neutral'}]"
3374,I'm amazed we haven't been kicked out of this place yet.,"[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'anecdotes/miscellaneous', 'polarity': 'neutral'}]"
179,"Service was prompt, friendly and great.","[{'term': 'Service', 'polarity': 'positive'}]","[{'category': 'service', 'polarity': 'positive'}]"
109,"I haven't eat a lamb chop as delicious as that,the salads are really nice dressed with lemon and extra virgnin olive oil.","[{'term': 'lamb chop', 'polarity': 'positive'}, {'term': 'salads', 'polarity': 'positive'}, {'term': 'lemon', 'polarity': 'positive'}, {'term': 'extra virgnin olive oil', 'polarity': 'positive'}]","[{'category': 'food', 'polarity': 'positive'}]"
339,The sushi was awful!,"[{'term': 'sushi', 'polarity': 'negative'}]","[{'category': 'food', 'polarity': 'negative'}]"
489,Katz's has been a NYC original for over 100 years.,"[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'anecdotes/miscellaneous', 'polarity': 'positive'}]"
2487,You can get an excellent meal at most of the many Indian restaurants on nearby Lexington Avenue for the cost of one the dainty dishes here.,"[{'term': 'meal', 'polarity': 'positive'}, {'term': 'cost', 'polarity': 'conflict'}, {'term': 'dishes', 'polarity': 'positive'}]","[{'category': 'price', 'polarity': 'negative'}]"
499,"The Pastrami sandwich was like buttah and with pickles and an icy cold beer to wash it down, it was a pleasurable experience.","[{'term': 'Pastrami sandwich', 'polarity': 'positive'}, {'term': 'beer', 'polarity': 'positive'}, {'term': 'pickles', 'polarity': 'positive'}]","[{'category': 'food', 'polarity': 'positive'}]"
2589,The plain pizza was soggy and the creative wild mushroom(third generation-Fornini) pizza we had was drenched with truffle oil in the middle( again making it soggy) and nothingon the rest.,"[{'term': 'plain pizza', 'polarity': 'negative'}, {'term': 'truffle oil', 'polarity': 'neutral'}, {'term': 'wild mushroom(third generation-Fornini) pizza', 'polarity': 'positive'}]","[{'category': 'food', 'polarity': 'negative'}]"
3701,"Late nite omelletes are not good here, there is no variety!","[{'term': 'omelletes', 'polarity': 'negative'}]","[{'category': 'food', 'polarity': 'negative'}]"
381,Everything at Sala Thai is tasty and well-portioned.,"[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'food', 'polarity': 'positive'}]"
3050,"After all that, they complained to me about the small tip.","[{'term': 'tip', 'polarity': 'negative'}]","[{'category': 'service', 'polarity': 'negative'}]"
1185,It's a great place to pick up a cheap lunch or dinner.,"[{'term': 'lunch', 'polarity': 'positive'}, {'term': 'dinner', 'polarity': 'positive'}]","[{'category': 'price', 'polarity': 'positive'}]"
1555,"Behind this counter, two men are squeezed in.","[{'term': 'counter', 'polarity': 'negative'}]","[{'category': 'ambience', 'polarity': 'negative'}]"
1112,Great find!!!,"[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'anecdotes/miscellaneous', 'polarity': 'positive'}]"
3368,"If only they delivered, they'd make a mint!","[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'anecdotes/miscellaneous', 'polarity': 'positive'}]"
1032,"Whenever you need a Sushi fix, Mizu will be there with quality fish and great service.","[{'term': 'fish', 'polarity': 'positive'}, {'term': 'service', 'polarity': 'positive'}, {'term': 'Sushi fix', 'polarity': 'positive'}]","[{'category': 'food', 'polarity': 'positive'}, {'category': 'service', 'polarity': 'positive'}]"
1124,"Our waitress was sweet and accomodating, not overbearing.","[{'term': 'waitress', 'polarity': 'positive'}]","[{'category': 'service', 'polarity': 'positive'}]"
1663,Went there with my wife and we had to wait for a table even though you could see there many that were empty with not reservation sigh on them.,"[{'term': 'reservation sigh', 'polarity': 'neutral'}, {'term': 'table', 'polarity': 'negative'}]","[{'category': 'service', 'polarity': 'negative'}]"
1690,I was really disappointed ant wanted to tell everyone not to go eat or even take out food from there.,"[{'term': 'food', 'polarity': 'negative'}]","[{'category': 'anecdotes/miscellaneous', 'polarity': 'negative'}]"
788,The website and rating makes this place look wonderful but in reality it was very disappointing.,"[{'term': 'place', 'polarity': 'conflict'}]","[{'category': 'ambience', 'polarity': 'conflict'}, {'category': 'anecdotes/miscellaneous', 'polarity': 'conflict'}]"
1780,"Despite a slightly limited menu, everything prepared is done to perfection, ultra fresh and a work of food art.","[{'term': 'menu', 'polarity': 'negative'}, {'term': 'food art', 'polarity': 'positive'}]","[{'category': 'food', 'polarity': 'conflict'}]"
742,The outdoor atmosphere of sitting on the sidewalk watching the world go by 50 feet away on 6th avenue on a cool evening was wonderful.,"[{'term': 'outdoor atmosphere', 'polarity': 'positive'}]","[{'category': 'ambience', 'polarity': 'positive'}]"
1471,"A large is $20, and toppings are about $3 each.","[{'term': 'toppings', 'polarity': 'neutral'}]","[{'category': 'price', 'polarity': 'negative'}]"
1789,"In any event, this is a place I'll be sure to stop by again when I'm in this part of town.","[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'anecdotes/miscellaneous', 'polarity': 'positive'}]"
2751,I definitely wouldn't go back.,"[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'anecdotes/miscellaneous', 'polarity': 'negative'}]"
1189,It is not worth for that bucks.,"[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'price', 'polarity': 'negative'}]"
3352,brick oven gallery is My pick for best pizza restaurant anywhere.,"[{'term': 'pizza', 'polarity': 'positive'}]","[{'category': 'anecdotes/miscellaneous', 'polarity': 'positive'}]"
3315,Add to that great service and great food at a reasonable price and you have yourself the beginning of a great evening.,"[{'term': 'service', 'polarity': 'positive'}, {'term': 'food', 'polarity': 'positive'}, {'term': 'price', 'polarity': 'positive'}]","[{'category': 'food', 'polarity': 'positive'}, {'category': 'price', 'polarity': 'positive'}, {'category': 'service', 'polarity': 'positive'}]"
3393,"For many people, this may not seem like Aunthentic Thai food because most places in NYC arent quite authentic.","[{'term': 'Thai food', 'polarity': 'negative'}]","[{'category': 'food', 'polarity': 'negative'}]"
2157,"Growing up in NY, I have eaten my share of bagels.","[{'term': 'bagels', 'polarity': 'neutral'}]","[{'category': 'anecdotes/miscellaneous', 'polarity': 'neutral'}]"
3018,"Oh, don't even let me start with how expensive the bills were!","[{'term': 'bills', 'polarity': 'negative'}]","[{'category': 'price', 'polarity': 'negative'}]"
1401,A hearty two thumbs up!,"[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'anecdotes/miscellaneous', 'polarity': 'positive'}]"
257,The scallion pancakes and fried dumplings were nothing out of the ordinary.,"[{'term': 'scallion pancakes', 'polarity': 'neutral'}, {'term': 'fried dumplings', 'polarity': 'neutral'}]","[{'category': 'food', 'polarity': 'neutral'}]"
813,"All the appetizers and salads were fabulous, the steak was mouth watering and the pasta was delicious!!!","[{'term': 'appetizers', 'polarity': 'positive'}, {'term': 'salads', 'polarity': 'positive'}, {'term': 'steak', 'polarity': 'positive'}, {'term': 'pasta', 'polarity': 'positive'}]","[{'category': 'food', 'polarity': 'positive'}]"
2862,"Besides having the table we had been promised given to other restaurant patrons twice before we were actually seated, we were served dishes we hadn't ordered three times, received one of our orders 20 minutes after the rest of the table had been served (and that order was undercooked), and charged $45 more than we should have been on our bill.","[{'term': 'table', 'polarity': 'negative'}, {'term': 'served', 'polarity': 'negative'}, {'term': 'dishes', 'polarity': 'negative'}, {'term': 'table', 'polarity': 'negative'}, {'term': 'served', 'polarity': 'negative'}, {'term': 'bill', 'polarity': 'negative'}]","[{'category': 'service', 'polarity': 'negative'}, {'category': 'price', 'polarity': 'negative'}]"
3292,Service is top notch.,"[{'term': 'Service', 'polarity': 'positive'}]","[{'category': 'service', 'polarity': 'positive'}]"
3343,The food now is inconsistent.,"[{'term': 'food', 'polarity': 'negative'}]","[{'category': 'food', 'polarity': 'negative'}]"
3045,All pretty good.,"[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'anecdotes/miscellaneous', 'polarity': 'positive'}]"
3135,"You can also special order any kind of dumpling,etc.","[{'term': 'dumpling', 'polarity': 'positive'}]","[{'category': 'anecdotes/miscellaneous', 'polarity': 'positive'}]"
3391,you guys rock.,"[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'anecdotes/miscellaneous', 'polarity': 'positive'}]"
3651,Chance is a joke.,"[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'anecdotes/miscellaneous', 'polarity': 'negative'}]"
2018,I was pretty much full after our fondue appetizer.,"[{'term': 'fondue appetizer', 'polarity': 'neutral'}]","[{'category': 'food', 'polarity': 'positive'}, {'category': 'anecdotes/miscellaneous', 'polarity': 'positive'}]"
3551,BE CAREFUL before you request extra spice.,"[{'term': 'spice', 'polarity': 'neutral'}]","[{'category': 'food', 'polarity': 'neutral'}]"
2355,The octopus eaters were floored by the Octopus salad.,"[{'term': 'Octopus salad', 'polarity': 'positive'}]","[{'category': 'food', 'polarity': 'positive'}]"
3178,We thought that this place is using too much of MSG cooking in the foods.,"[{'term': 'foods', 'polarity': 'negative'}, {'term': 'MSG cooking', 'polarity': 'negative'}]","[{'category': 'food', 'polarity': 'negative'}]"
586,I was at Rao's last Wed.,"[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'anecdotes/miscellaneous', 'polarity': 'neutral'}]"
2211,And the Tom Kha soup was pathetic.,"[{'term': 'Tom Kha soup', 'polarity': 'negative'}]","[{'category': 'food', 'polarity': 'negative'}]"
2317,I started out with a Bombay beer which was big enough for two.,"[{'term': 'Bombay beer', 'polarity': 'positive'}]","[{'category': 'food', 'polarity': 'positive'}]"
175,"The decor is vibrant and eye-pleasing with several semi-private boths on the right side of the dining hall, which are great for a date.","[{'term': 'decor', 'polarity': 'positive'}, {'term': 'dining hall', 'polarity': 'positive'}, {'term': 'semi-private boths', 'polarity': 'positive'}]","[{'category': 'ambience', 'polarity': 'positive'}]"
1609,Service was quick.,"[{'term': 'Service', 'polarity': 'positive'}]","[{'category': 'service', 'polarity': 'positive'}]"
2706,Tends to turn people away.,"[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'anecdotes/miscellaneous', 'polarity': 'negative'}]"
1860,We thought this a prelude to what the evening will be like.,"[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'anecdotes/miscellaneous', 'polarity': 'neutral'}]"
961,"I was turned on to this restaurant by a fellow foodie friend of mine, and have been going back regularly ever since.","[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'anecdotes/miscellaneous', 'polarity': 'positive'}]"
1057,Drawbacks: service is slow and they don't toast!,"[{'term': 'service', 'polarity': 'negative'}]","[{'category': 'service', 'polarity': 'negative'}]"
3188,Went there for an office lunch.,"[{'term': 'office lunch', 'polarity': 'neutral'}]","[{'category': 'anecdotes/miscellaneous', 'polarity': 'neutral'}]"
65,I have been doing all of the above at the Heartland Brewery for over 5 years now and I HAVE NEVER BEEN DISAPPOINTED!,"[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'anecdotes/miscellaneous', 'polarity': 'positive'}]"
2735,"Everytime I decide to try another place on the UES, I get angry that I didn't just go to Zucchero Pomodori.","[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'anecdotes/miscellaneous', 'polarity': 'conflict'}]"
2882,The sweet lassi was excellent as was the lamb chettinad and the garlic naan but the rasamalai was forgettable.,"[{'term': 'sweet lassi', 'polarity': 'positive'}, {'term': 'lamb chettinad', 'polarity': 'positive'}, {'term': 'garlic naan', 'polarity': 'positive'}, {'term': 'rasamalai', 'polarity': 'negative'}]","[{'category': 'food', 'polarity': 'conflict'}]"
1948,"We've been following chef Lyle's food around New York for 15 years and while remaining classic, his innovations with bistro fare have made us return and return.","[{'term': 'bistro fare', 'polarity': 'positive'}, {'term': 'chef', 'polarity': 'positive'}, {'term': 'food', 'polarity': 'positive'}]","[{'category': 'food', 'polarity': 'positive'}]"
2041,The best thing I tasted were the lambchops.,"[{'term': 'lambchops', 'polarity': 'positive'}]","[{'category': 'food', 'polarity': 'positive'}]"
1046,it's delicious!,"[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'food', 'polarity': 'positive'}]"
1656,The spicy tuna and salmon are the best we've ever had.,"[{'term': 'spicy tuna', 'polarity': 'positive'}, {'term': 'salmon', 'polarity': 'positive'}]","[{'category': 'food', 'polarity': 'positive'}]"
3440,"Even though its good seafood, the prices are too high.","[{'term': 'seafood', 'polarity': 'positive'}, {'term': 'prices', 'polarity': 'negative'}]","[{'category': 'food', 'polarity': 'positive'}, {'category': 'price', 'polarity': 'negative'}]"
870,"In addition, the food is very good and the prices are reasonable.","[{'term': 'food', 'polarity': 'positive'}, {'term': 'prices', 'polarity': 'positive'}]","[{'category': 'food', 'polarity': 'positive'}, {'category': 'price', 'polarity': 'positive'}]"
2986,"Upon entering, we were greeted by the owners, Steven and Frederick, who went out of their way to be more than gracious hosts.","[{'term': 'owners', 'polarity': 'positive'}, {'term': 'hosts', 'polarity': 'positive'}]","[{'category': 'service', 'polarity': 'positive'}]"
288,"If you live outside the neighborhood, don't bother!","[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'anecdotes/miscellaneous', 'polarity': 'negative'}]"
284,Been going here since it opened have seen the quality value decrease considerably.,"[{'term': 'quality value', 'polarity': 'negative'}]","[{'category': 'anecdotes/miscellaneous', 'polarity': 'negative'}]"
3418,"Meat dishes now adorn the selections, although there's still a large number of vegetarian-friendly choices.","[{'term': 'Meat dishes', 'polarity': 'neutral'}, {'term': 'vegetarian-friendly choices', 'polarity': 'positive'}]","[{'category': 'food', 'polarity': 'neutral'}]"
3358,I never had anything I didn't like here.,"[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'anecdotes/miscellaneous', 'polarity': 'positive'}]"
83,Reasonable prices.,"[{'term': 'prices', 'polarity': 'positive'}]","[{'category': 'price', 'polarity': 'positive'}]"
2940,they bring service up a notch by offerng complementary amuse bouche to all tables and gave us a small dessert for our celebration.,"[{'term': 'amuse bouche', 'polarity': 'positive'}, {'term': 'dessert', 'polarity': 'positive'}, {'term': 'tables', 'polarity': 'positive'}, {'term': 'service', 'polarity': 'positive'}]","[{'category': 'service', 'polarity': 'positive'}]"
2141,"Try the crunchy tuna, it is to die for.","[{'term': 'crunchy tuna', 'polarity': 'positive'}]","[{'category': 'food', 'polarity': 'positive'}]"
1854,It won't break the bank but I also wouldnt come back for the food.,"[{'term': 'food', 'polarity': 'negative'}]","[{'category': 'food', 'polarity': 'negative'}, {'category': 'price', 'polarity': 'conflict'}]"
396,"All in all, this midtown gem instantly became one of my favorite sushi restaurants in the city.","[{'term': 'sushi', 'polarity': 'positive'}]","[{'category': 'anecdotes/miscellaneous', 'polarity': 'positive'}]"
3471,I've been to Joya twice and I will never go again.,"[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'anecdotes/miscellaneous', 'polarity': 'negative'}]"
3577,So rushing us out was absolutely unnecessary!,"[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'anecdotes/miscellaneous', 'polarity': 'negative'}]"
2283,However it is the ONLY Taiwanese restaurant in town.,"[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'anecdotes/miscellaneous', 'polarity': 'neutral'}]"
614,It is a lot of fun with live entertainment and all kinds of Disney type special effects.,"[{'term': 'live entertainment', 'polarity': 'positive'}, {'term': 'special effects', 'polarity': 'positive'}]","[{'category': 'ambience', 'polarity': 'positive'}]"
3012,"if you're looking for perfect traditional sushi, go here - if you're looking for interesting combinations, try sushi of gari's (east side).","[{'term': 'sushi', 'polarity': 'positive'}, {'term': 'sushi', 'polarity': 'positive'}]","[{'category': 'food', 'polarity': 'positive'}]"
2621,"No refills on fountain drinks, though.","[{'term': 'fountain drinks', 'polarity': 'negative'}]","[{'category': 'food', 'polarity': 'negative'}]"
605,Wow over 100 beers to choose from.,"[{'term': 'beers', 'polarity': 'positive'}]","[{'category': 'food', 'polarity': 'positive'}]"
2017,Be careful of portions - they're HUGE.,"[{'term': 'portions', 'polarity': 'positive'}]","[{'category': 'food', 'polarity': 'positive'}]"
2974,"The Steak Tartare is a great bet, they fix it for you at the table.","[{'term': 'Steak Tartare', 'polarity': 'positive'}]","[{'category': 'food', 'polarity': 'positive'}]"
2456,My first time there I happened not to like the Crab Croquette apt that i ordered and they were happy to change it for me without making no big deal.,"[{'term': 'Crab Croquette apt', 'polarity': 'negative'}]","[{'category': 'service', 'polarity': 'positive'}, {'category': 'food', 'polarity': 'negative'}]"
25,Great for large groups and celebrations - our SUPER HAPPY waiter was the entertainment of the evening.,"[{'term': 'waiter', 'polarity': 'positive'}]","[{'category': 'service', 'polarity': 'positive'}, {'category': 'anecdotes/miscellaneous', 'polarity': 'positive'}]"
520,Did I mention the wine?,"[{'term': 'wine', 'polarity': 'neutral'}]","[{'category': 'food', 'polarity': 'neutral'}]"
3383,"Plus, on Wednesday nights the house wine is unlimited!","[{'term': 'house wine', 'polarity': 'positive'}]","[{'category': 'food', 'polarity': 'positive'}]"
2186,It is by far my favorite restaurant in Brooklyn.,"[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'anecdotes/miscellaneous', 'polarity': 'positive'}]"
3478,Now it's so crowded and loud you can't even talk to the person next to you.,"[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'ambience', 'polarity': 'negative'}]"
1283,Love Pizza 33..,"[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'anecdotes/miscellaneous', 'polarity': 'positive'}]"
3411,Even my Indian friend couldn't believe how good and tasty everything was.,"[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'food', 'polarity': 'positive'}]"
3221,"I'm from England, and Haru's was the best I had in NYC.","[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'anecdotes/miscellaneous', 'polarity': 'positive'}]"
1923,Less = More in their case.,"[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'anecdotes/miscellaneous', 'polarity': 'positive'}]"
756,Ruby Foo's is a tourist trap.,"[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'anecdotes/miscellaneous', 'polarity': 'negative'}]"
1194,I've been here a couple of times and have not been impressed.,"[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'anecdotes/miscellaneous', 'polarity': 'negative'}]"
3372,I've been many time and have never been disappointed.,"[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'anecdotes/miscellaneous', 'polarity': 'positive'}]"
123,Ciao Bella,"[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'anecdotes/miscellaneous', 'polarity': 'neutral'}]"
2522,like saying her bread comes from a special bakery when we have seen her buying it dowtown manhathan.,"[{'term': 'bread', 'polarity': 'negative'}]","[{'category': 'food', 'polarity': 'negative'}, {'category': 'service', 'polarity': 'negative'}]"
2386,The dim sum servings here are a bit larger than I'm used to.,"[{'term': 'dim sum servings', 'polarity': 'neutral'}]","[{'category': 'food', 'polarity': 'neutral'}]"
3332,"However, in the summer of 2003, it seems the management has changed and the great big door has been replaced for a glass front ridding itself of the dark romantic getup.","[{'term': 'management', 'polarity': 'neutral'}, {'term': 'door', 'polarity': 'positive'}, {'term': 'glass front', 'polarity': 'negative'}]","[{'category': 'service', 'polarity': 'neutral'}, {'category': 'ambience', 'polarity': 'negative'}]"
717,We won't go to this place again for a good meal.,"[{'term': 'meal', 'polarity': 'negative'}]","[{'category': 'food', 'polarity': 'negative'}]"
680,It's a much more grown up restaurant compared to the rest of the street.,"[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'ambience', 'polarity': 'neutral'}]"
1345,"Barbecued codfish was gorgeously moist - as if poached - yet the fabulous texture was let down by curiously bland seasoning - a spice rub might have overwhelmed, however herb mix or other sauce would have done much to enhance.","[{'term': 'Barbecued codfish', 'polarity': 'positive'}, {'term': 'seasoning', 'polarity': 'negative'}, {'term': 'texture', 'polarity': 'conflict'}, {'term': 'spice rub', 'polarity': 'negative'}, {'term': 'herb mix', 'polarity': 'negative'}, {'term': 'sauce', 'polarity': 'negative'}]","[{'category': 'food', 'polarity': 'conflict'}]"
3013,We were treated with attitude ever since the moment we stepped into the restaurant!,"[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'service', 'polarity': 'negative'}]"
1159,"After dinner, take your date to the HUGE dance floor, probably one of the biggest you'll see in NY.","[{'term': 'dance floor', 'polarity': 'positive'}, {'term': 'dinner', 'polarity': 'neutral'}]","[{'category': 'ambience', 'polarity': 'positive'}]"
3547,Taj Mahal offeres gret value and great food.,"[{'term': 'value', 'polarity': 'positive'}, {'term': 'food', 'polarity': 'positive'}]","[{'category': 'food', 'polarity': 'positive'}, {'category': 'price', 'polarity': 'positive'}]"
792,Has the chef and owner changed???,"[{'term': 'chef', 'polarity': 'neutral'}, {'term': 'owner', 'polarity': 'neutral'}]","[{'category': 'service', 'polarity': 'neutral'}]"
2015,My boyfriend and I recently had an early dinner at Artisanal and was satisfied with our experience.,"[{'term': 'dinner', 'polarity': 'positive'}]","[{'category': 'anecdotes/miscellaneous', 'polarity': 'positive'}]"
92,I absolutely Loved this place.,"[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'anecdotes/miscellaneous', 'polarity': 'positive'}]"
548,I wish I lived there as I would eat at this place as often as possible!,"[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'anecdotes/miscellaneous', 'polarity': 'positive'}]"
3692,"But don't ever order bacon late at nite (either platter or in sandwiches, for that matter don't from any take out place) as it is from the morning frying turns out hard almost like bacos, hurt my molars.","[{'term': 'bacon', 'polarity': 'negative'}, {'term': 'platter', 'polarity': 'negative'}, {'term': 'in sandwiches', 'polarity': 'negative'}, {'term': 'frying', 'polarity': 'negative'}, {'term': 'bacos', 'polarity': 'negative'}]","[{'category': 'food', 'polarity': 'negative'}]"
1209,"Outstanding Bagels, but you get what you pay for.","[{'term': 'Bagels', 'polarity': 'positive'}]","[{'category': 'food', 'polarity': 'positive'}, {'category': 'price', 'polarity': 'negative'}]"
443,"Pizza - the only pizza in NYC that should not have additional toppings - the crust tastes like the best, freshly baked bread!","[{'term': 'Pizza', 'polarity': 'positive'}, {'term': 'crust', 'polarity': 'positive'}, {'term': 'pizza', 'polarity': 'positive'}, {'term': 'toppings', 'polarity': 'neutral'}, {'term': 'bread', 'polarity': 'positive'}]","[{'category': 'food', 'polarity': 'positive'}]"
400,"If you're in town, it's worth searching for another place.","[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'anecdotes/miscellaneous', 'polarity': 'negative'}]"
1486,I have tried the various slice joints around the village but this is by far the best one.,"[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'anecdotes/miscellaneous', 'polarity': 'positive'}]"
1377,"I found it on a cold night, the perfect spot to warm up.","[{'term': 'spot', 'polarity': 'positive'}]","[{'category': 'ambience', 'polarity': 'positive'}]"
1439,They even have a section in the menu called American Chinese food!,"[{'term': 'menu', 'polarity': 'negative'}, {'term': 'American Chinese food', 'polarity': 'negative'}]","[{'category': 'food', 'polarity': 'negative'}]"
2741,"Service was warm and attentive, beef carpaachio was exellent (huge portion) and pasta was fresh and well-prepared.","[{'term': 'Service', 'polarity': 'positive'}, {'term': 'beef carpaachio', 'polarity': 'positive'}, {'term': 'pasta', 'polarity': 'positive'}, {'term': 'portion', 'polarity': 'positive'}]","[{'category': 'food', 'polarity': 'positive'}, {'category': 'service', 'polarity': 'positive'}]"
370,kalbi and nebbiolo do work together.,"[{'term': 'kalbi', 'polarity': 'neutral'}, {'term': 'nebbiolo', 'polarity': 'neutral'}]","[{'category': 'food', 'polarity': 'neutral'}]"
599,"Best Italian food I ever had (and being Italian, that means alot).","[{'term': 'Italian food', 'polarity': 'positive'}]","[{'category': 'food', 'polarity': 'positive'}]"
803,I will recommend Scopa to all of my friends for a place to go for wonderful Italian food.,"[{'term': 'Italian food', 'polarity': 'positive'}]","[{'category': 'food', 'polarity': 'positive'}]"
1750,Located at the end of a magnificent block.,"[{'term': 'Located', 'polarity': 'positive'}]","[{'category': 'ambience', 'polarity': 'positive'}]"
737,"This restaurant is not worth the time, effort, or money to say the least.","[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'price', 'polarity': 'negative'}, {'category': 'anecdotes/miscellaneous', 'polarity': 'negative'}]"
847,"Looking around, I saw a room full of New Yorkers enjoying a real meal in a real restaurant, not a clubhouse of the fabulous trying to be seen.","[{'term': 'meal', 'polarity': 'positive'}, {'term': 'room', 'polarity': 'neutral'}, {'term': 'clubhouse', 'polarity': 'negative'}]","[{'category': 'ambience', 'polarity': 'positive'}, {'category': 'food', 'polarity': 'positive'}]"
81,Keep up the good work guys!,"[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'anecdotes/miscellaneous', 'polarity': 'positive'}]"
2144,Hurley's is terrific!,"[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'anecdotes/miscellaneous', 'polarity': 'positive'}]"
1007,They don't walk around with the trays of Dim Sum.,"[{'term': 'trays of Dim Sum', 'polarity': 'neutral'}]","[{'category': 'ambience', 'polarity': 'positive'}]"
3687,Took my sister here before attending a show one evening.,"[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'anecdotes/miscellaneous', 'polarity': 'neutral'}]"
1161,"Great bar, most gorgeous bartenders you've ever seen (specifically the blond lady).","[{'term': 'bar', 'polarity': 'positive'}, {'term': 'bartenders', 'polarity': 'positive'}]","[{'category': 'service', 'polarity': 'positive'}]"
3123,We were planning to get dessert but the waitress basically through the bill at us before we had a chance to order.,"[{'term': 'dessert', 'polarity': 'neutral'}, {'term': 'waitress', 'polarity': 'negative'}, {'term': 'bill', 'polarity': 'neutral'}]","[{'category': 'service', 'polarity': 'negative'}]"
2301,Really.,"[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'anecdotes/miscellaneous', 'polarity': 'neutral'}]"
