sentenceId,raw_text,aspectTerms,aspectCategories
2777,Great wifi too.,"[{'term': 'wifi', 'polarity': 'positive'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
1085,"WHEN TYPING, LETTERS AND SPACES ARE FREQUENTLY OMITTED REQUIRING THE USER TO REDO MANY WORDS AND SENTENCES.","[{'term': 'TYPING', 'polarity': 'negative'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
1906,"  Only a few days after I received the computer back, the screen froze again.","[{'term': 'screen', 'polarity': 'negative'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
124,It is not ideal for children because of the temp.,"[{'term': 'temp', 'polarity': 'negative'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
2816,"sounds like a typewriter, but if you can get past that, this is a great laptop for a little money!","[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
1900,  When this happened I would have to completely power off my computer and restart it.,"[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
732,Although i do believe that Windows operating system may be to fault for some of the problems.,"[{'term': 'Windows operating system', 'polarity': 'negative'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
3011,"Great OS, fabulous improvements to the existing line bumping up the processor speed and adding the thunderbolt port.","[{'term': 'OS', 'polarity': 'positive'}, {'term': 'processor speed', 'polarity': 'positive'}, {'term': 'thunderbolt port', 'polarity': 'positive'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
485,I or my dad paid over twenty four hundred dollars for everything.,"[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
1842,  The lcd screen stopped working on mine after 10 months.,"[{'term': 'lcd screen', 'polarity': 'negative'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
238,That includes transferring my music and movies.,"[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
205,Images are crisp and clean.,"[{'term': 'Images', 'polarity': 'positive'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
1955,"Took that one home, same thing.","[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
1160,I'm going back to PC.,"[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
2989,"Great, quick laptop for the money.","[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
1398,although its windows vista compared to windows xp sucks.,"[{'term': 'windows vista', 'polarity': 'negative'}, {'term': 'windows xp', 'polarity': 'positive'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
1372,"  We have had numerous problems with Vista, such as Adobe Flash player just quits and has to be uninstalled and then reinsalled, Internet Explore just quits and you lose whatever you were working on, also, the same Windows update has appeared on this computer since we got it and has been updated probably 400 times, the same update.","[{'term': 'Vista', 'polarity': 'negative'}, {'term': 'Adobe Flash player', 'polarity': 'negative'}, {'term': 'Internet Explore', 'polarity': 'negative'}, {'term': 'Windows update', 'polarity': 'negative'}, {'term': 'update', 'polarity': 'negative'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
467,The Dell mini was the first Dell product that I had ever purchased.,"[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
1400,with the switch being at the top you need to memorize the key combination rather than just flicking a switch.,"[{'term': 'switch', 'polarity': 'negative'}, {'term': 'switch', 'polarity': 'negative'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
47,My Mac has gone from being a trusted friend to an adversary.,"[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
1066,"One more tip, please purchase this model and get a 4GB stick of RAM to save you $10","[{'term': '4GB stick of RAM', 'polarity': 'positive'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
1607,"By week two, my laptop had overheated and was completely dead even though I did not use it too much.","[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
910,And it is impossible to get them back in.,"[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
2379,My last laptop gave me a constant battle even though it was also completely new.,"[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
361,I have been a mac user since the mid 90s.,"[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
344,It has bein into the shop to get a new hardrive 2 times and to fix the touch control buttons on the keyboard!,"[{'term': 'hardrive', 'polarity': 'negative'}, {'term': 'touch control buttons', 'polarity': 'negative'}, {'term': 'keyboard', 'polarity': 'negative'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
1368,  After the bad experience with this computer went back to compaq.,"[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
2038,Finally after months of research the discovered that they mailed it to a Walmart and there probably would be no way to find the box.,"[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
1673,It doesn't heat up like my old laptop.,"[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
2871,I always have used a tower home PC and jumped to the laptop and have been very satisfied with its performance.,"[{'term': 'performance', 'polarity': 'positive'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
2530,It's solid.,"[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
1603,"Before I got my macbook, I owned a Dell laptop.","[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
381,This laptop is the most amazing little peice of machinery I have owned outside of the Iphone.,"[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
312,"The computer runs very fast with no problems and the iLife software that comes with it (iPhoto, iMovie, iWeb, iTunes, GarageBand) is all very helpful as well.","[{'term': 'iLife software', 'polarity': 'positive'}, {'term': 'iPhoto', 'polarity': 'positive'}, {'term': 'iMovie', 'polarity': 'positive'}, {'term': 'iWeb', 'polarity': 'positive'}, {'term': 'iTunes', 'polarity': 'positive'}, {'term': 'GarageBand', 'polarity': 'positive'}, {'term': 'runs', 'polarity': 'positive'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
2795,At first it worked well for a month or so then the system board failed and I send it in to toshiba some complaints and three weeks later I then receive my laptop back only to discover that it still has the same problem so now I have to send it back again to get it fixed again.,"[{'term': 'system board', 'polarity': 'negative'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
1865,"  Until I bought the Dell, I thought you just looked for what you wanted (size, software, options, hardware) and purchase the best deal you could find.","[{'term': 'size', 'polarity': 'neutral'}, {'term': 'software', 'polarity': 'neutral'}, {'term': 'hardware', 'polarity': 'neutral'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
1681,I don't know how I could ever live without my Qousmio.,"[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
2973,"It has plenty of memory, lots of hard drive, and great graphics.","[{'term': 'memory', 'polarity': 'positive'}, {'term': 'hard drive', 'polarity': 'positive'}, {'term': 'graphics', 'polarity': 'positive'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
2612,It didn't take me long to get switched over to the Mac computer programs and navigation - it's been just fine and like the way this laptop functions much better.,"[{'term': 'programs', 'polarity': 'positive'}, {'term': 'navigation', 'polarity': 'positive'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
1864,"  It lasted for many years of travel, kids and abuse and if I fired it up today, it would work.","[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
2629,"been a PC user for many, many years.","[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
2207,"I have never had any issues or problems with my MacBook Pro so far, and it is still as fast as it was when I first bought it.","[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
249,"It freezes, and it always shows that there is an error, so I have to restart it a few times every time I use it.","[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
1283,"However, my girlfriend realized that the netbook's hinge is a bit loose (when you open or close the LCD).","[{'term': 'hinge', 'polarity': 'negative'}, {'term': 'LCD', 'polarity': 'neutral'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
1423,My problem was with DELL Customer Service.,"[{'term': 'DELL Customer Service', 'polarity': 'negative'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
288,"There are so many things wrong with this product, it just makes me want to set my self on fire!","[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
256,"It is not even a year old yet, so I would definitely not recommend it to anyone.","[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
2280,Amazing machine.,"[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
322,"I don't do any high tech stuff on it, just write papers, check mail, and sometimes play games, so I can't reccomend it if you are in the computer field.","[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
1072,"Newegg's RMA service was great as always, I contacted them late Friday night, and they issued me an RMA number and a PrePaid UPS shipping label the very next morning on Saturday.","[{'term': 'RMA service', 'polarity': 'positive'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
2826,I'm very impressed.,"[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
1390,Dell sucks,"[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
1739,Design: very durable.,"[{'term': 'Design', 'polarity': 'positive'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
2419,It is easy to go from one keyboard to another.,"[{'term': 'keyboard', 'polarity': 'neutral'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
785,I spoke to 4 different people and was told they needed to transfer me to a 5th person!,"[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
82,The Mac Book Pro performs flawlessly.,"[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
1549,Has a 5-6 hour battery life.,"[{'term': 'battery life', 'polarity': 'neutral'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
2086,My ONLY issues are: 1) the screen/video resolution won't increase to a higher resolution then 1024 x 60,"[{'term': 'screen/video resolution', 'polarity': 'negative'}, {'term': 'resolution', 'polarity': 'negative'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
300,"I run Dreamweaver, Final Cut Pro 7, Photoshop, Safari, Firefox, MSN Messenger and a few other applications constantly at the same time.","[{'term': 'applications', 'polarity': 'neutral'}, {'term': 'Dreamweaver', 'polarity': 'neutral'}, {'term': 'Final Cut Pro 7', 'polarity': 'neutral'}, {'term': 'Photoshop', 'polarity': 'neutral'}, {'term': 'Safari', 'polarity': 'neutral'}, {'term': 'Firefox', 'polarity': 'neutral'}, {'term': 'MSN Messenger', 'polarity': 'neutral'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
262,I have owned many computers and laptops.,"[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
2521,I recently purchased the mini and absolutely love it!,"[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
2284,Does a great job with video shot on a Canon 5D MKII.,"[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
851,"  I was told by many  that it was a great computer, but we got one of these, and it worked  great for one year, and as soon as the warrenty was up, then it got  really bad.","[{'term': 'warrenty', 'polarity': 'negative'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
1008,Ive had to call tech support many times.,"[{'term': 'tech support', 'polarity': 'neutral'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
2261,"The Apple applications (ex.iPhoto) are fun, easy, and really cool to use (unlike the competition)!","[{'term': 'Apple applications', 'polarity': 'positive'}, {'term': 'iPhoto', 'polarity': 'positive'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
2793,"Yes, I have it on the highest available setting.","[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
291,Not to mention it has shit gigs.,"[{'term': 'gigs', 'polarity': 'negative'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
1185,Hieroglyphics are quite common.,"[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
1719,This worked just fine.,"[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
391,"I paid for extra memory and the 17-inch screen, as well as the top of the line DVD and CD burners.","[{'term': 'memory', 'polarity': 'neutral'}, {'term': '17-inch screen', 'polarity': 'neutral'}, {'term': 'DVD', 'polarity': 'positive'}, {'term': 'CD burners', 'polarity': 'positive'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
1595,"Its pretty fast and does not have hiccups while I am using it for web browsing, uploading photos, watching movies (720p) on occasion and creating presentations.","[{'term': 'web browsing', 'polarity': 'positive'}, {'term': 'uploading photos', 'polarity': 'positive'}, {'term': 'watching movies', 'polarity': 'positive'}, {'term': 'creating presentations', 'polarity': 'positive'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
1150,I was so happy with my new Mac.,"[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
2362,"Quality Display  I love HP,, it's the only computer/printer we will buy.","[{'term': 'Quality Display', 'polarity': 'positive'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
116,"Despite the inconvenient weight, I opted for the 12 cell battery.","[{'term': 'weight', 'polarity': 'conflict'}, {'term': '12 cell battery', 'polarity': 'positive'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
2119,My MacBook is faster than any comparable PC.,"[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
2647,The case is carved out of a single block of aluminum.,"[{'term': 'case', 'polarity': 'neutral'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
2108,I'm very happy with this machine!,"[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
789,I do not recommend this company or their products!!!!,"[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
570,I like this machine because its very lightweight...,"[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
980,     First it burned or fused the power adapter plug.,"[{'term': 'power adapter plug', 'polarity': 'negative'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
668,"the features are great, the only thing it needs is better speakers.","[{'term': 'features', 'polarity': 'positive'}, {'term': 'speakers', 'polarity': 'negative'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
1106,"It was still working, but there was nothing on the screen.","[{'term': 'screen', 'polarity': 'negative'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
140,I bought this laptop and found its TAB is not functioning.,"[{'term': 'TAB', 'polarity': 'negative'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
1418,  Toshiba is aware of the issue but unless the extended warrenty is bought Toshiba will do nothing about it.,"[{'term': 'extended warrenty', 'polarity': 'negative'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
539,HP said I had done the damage.,"[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
621,"-Called headquarters again, they report that TFT panel is broken, should be fixed by the end of the week (week 3).","[{'term': 'TFT panel', 'polarity': 'negative'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
2360,"Navigation through the computer is far superior compared to Windows operating systems, as well.","[{'term': 'Navigation', 'polarity': 'positive'}, {'term': 'Windows operating systems', 'polarity': 'negative'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
2397,I would recommend this product.,"[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
2449,"If I had to buy another computer, I would most definetly buy an acer one computer.","[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
1126,"The screen is framed by half- to a full-inch margin that is obviously unnecessary, reduces the screen size and increases the bulk.","[{'term': 'screen', 'polarity': 'negative'}, {'term': 'screen size', 'polarity': 'negative'}, {'term': 'bulk', 'polarity': 'negative'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
1745,"Though the picture, video, and music software is nowhere close to professional grade software Im used to (CS5) but does the job for beginner and even intermediate media designers.","[{'term': 'music software', 'polarity': 'negative'}, {'term': 'software', 'polarity': 'positive'}, {'term': 'picture', 'polarity': 'negative'}, {'term': 'video', 'polarity': 'negative'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
2205,I previously owned an HP desktop and a Dell laptop.,"[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
1065,Everything else just install and go.,"[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
987,  This thing is a lemon.,"[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
363,My laptop is almost 2yrs old and I have never had any problems with it.,"[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
1276,All the customers that come in hate Dell.,"[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
2911,"We now own two of these, identical.","[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
2714,I've already recommended this laptop to a friend who eye'd the computer when I took it out of my bag.,"[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
2900,"I enjoy very much my new Toshiba, purchased specifially for attending online schooling.","[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
2177,"Once you go Mac, you can't go back!","[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
164,"I brought this laptop last friday, and originally it worked fantastic.","[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
39,The much lauded combined touch pad and clicker is a nightmare.,"[{'term': 'combined touch pad and clicker', 'polarity': 'negative'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
3019,"The Unibody construction is solid, sleek and beautiful.","[{'term': 'Unibody construction', 'polarity': 'positive'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
1517,"They're easy, fun, powerful and will last a long time.","[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
1090,I WANT MY L505-s5988 BACK!,"[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
1678,"I let my friend borrow it, and she knows nothing about computers, and she used it with ease.","[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
2469,This MacBook is an outstanding product with great value.,"[{'term': 'value', 'polarity': 'positive'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
2429,"If that is the case for you, I would suggest a pull-behind solution when looking at cases.","[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
1986,I had to re-install Windows within two weeks of the purchase and soon discovered cracks in the screen hinges.,"[{'term': 'Windows', 'polarity': 'negative'}, {'term': 'screen hinges', 'polarity': 'negative'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
1088,A SECOND PROBLEM INVOLVES THE BATTERY WHICH IS ADVERTISED AS HAVING A STORAGE LIFE OF 11 HOURS BUT WHEN FULLY CHARGED SHOWS ONLY 7 HOURS OF SERVICE.,"[{'term': 'BATTERY', 'polarity': 'negative'}, {'term': 'STORAGE LIFE', 'polarity': 'conflict'}, {'term': 'SERVICE', 'polarity': 'negative'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
678,and plenty of storage with 250 gb(though I will upgrade this and the ram..),"[{'term': 'storage', 'polarity': 'positive'}, {'term': 'ram', 'polarity': 'neutral'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
417,"I had to call Apple 19 times (each time 40 to 75 minutes on the phone), and take it to their store for evaluations, and diagnostics, 5 times.","[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
625,"No temporary replacement, they are out of replacements because ""many computers had problems with the Nvidia chipset""-Inquired status of repair.","[{'term': 'Nvidia chipset', 'polarity': 'negative'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
2035,I took it to friend who temporarily fixed it and I finally paid about 1500 for the extended warranty.,"[{'term': 'extended warranty', 'polarity': 'neutral'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
636,I respond that I do not have the old computer...,"[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
1808,I homeschool my kids and with this netbook next to my desk we get to teaching and illustrating without skipping a beat.,"[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
1921,"Programs would crash all the time, and it turned out to be a very unstable, unreliable laptop for me.","[{'term': 'Programs', 'polarity': 'negative'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
1872,I BOUGHT THIS LAP TOP AND THE CHARGE TIME DOSEN'T LAST AS LONG AS THEY SAY IT WILL MORE LIKE 2 HOURS,"[{'term': 'CHARGE TIME', 'polarity': 'negative'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
1413,"Also, because of the size and consistancy of the laptop computer, some websites wouldn't even attempt to work on the computer because of browser problems.","[{'term': 'size', 'polarity': 'negative'}, {'term': 'consistancy', 'polarity': 'negative'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
369,I work with kids and they love making short videos on there.,"[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
321,"It is very durable, I am pretty rough when it comes to electronics and it has taken it all with no reprecutions yet.","[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
2636,"the key bindings take a little getting used to, but have loved the Macbook Pro.","[{'term': 'key bindings', 'polarity': 'negative'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
357,Keyboard is reasonable size.,"[{'term': 'Keyboard', 'polarity': 'positive'}, {'term': 'size', 'polarity': 'positive'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
1230,Instead it is sitting in West Verginia waiting for UPS to take two days to send Me a box and Two days for them to ship the computer some 691 miles by air? to Louisville Ky.,"[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
1006,I'm now trying to decide on another Dell model.,"[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
3075,I find myself using the 10-key more than I thought I would.,"[{'term': '10-key', 'polarity': 'positive'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
216,The Macbook is a fantastic laptop.,"[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
3045,Fan noise: The fan made a constant hissing noise in the background.,"[{'term': 'Fan', 'polarity': 'negative'}, {'term': 'fan', 'polarity': 'negative'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
1688,"I believe this is because I was more active than the average user, meaning I average about three ""tabs"".","[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
2098,Best Buy Rocks!,"[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
1877,A couple things you should know:,"[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
129,"bought the first asus laptop in san francisco, returned it in santa maria, thinking it was just a problem with that computer.","[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
235,"The screen is bright and clear, the operating system is solid and friendly to a novice.","[{'term': 'screen', 'polarity': 'positive'}, {'term': 'operating system', 'polarity': 'positive'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
3055,It has a .1 ghz faster processor and a stock 500gb hard drive.,"[{'term': 'processor', 'polarity': 'positive'}, {'term': '500gb hard drive', 'polarity': 'positive'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
2865,The feature are good enough for what I need.,"[{'term': 'feature', 'polarity': 'positive'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
1300,All the yada-yada.,"[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
1197,"Finally, the biggest problem has been tech support.","[{'term': 'tech support', 'polarity': 'negative'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
2538,this laptop is great for work and doing my pictures.,"[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
1403,I had the computer for a full year and it was a new computer.,"[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
2676,""" This isn't a big deal, I haven't noticed the issue with DVDs or other media, only through USB output.","[{'term': 'USB output', 'polarity': 'negative'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
75,I love it!,"[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
2319,With Windows laptops a wireless mouse is an absolute must.,"[{'term': 'wireless mouse', 'polarity': 'neutral'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
452,"(I had been a Windows/Linux user before this) I love the size because the screen is big enough for what I use it for (Internet, artwork), and yet it is small enough to be reasonably portable.","[{'term': 'size', 'polarity': 'positive'}, {'term': 'screen', 'polarity': 'positive'}, {'term': 'Windows', 'polarity': 'neutral'}, {'term': 'Linux', 'polarity': 'neutral'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
2498,But if you're willing to pay another 200 dollar for a windows disc.,"[{'term': 'windows disc', 'polarity': 'neutral'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
2515,Very good quality and well made.,"[{'term': 'quality', 'polarity': 'positive'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
2320,"I bought a Logitech desktop set in anticipation for using with the MBP, but I use the touchpad 90% of the time.","[{'term': 'touchpad', 'polarity': 'positive'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
